,index,tweet_id,tweet_content
395,100005,1224095170477481984,"A local Chinese media outlet misconstrued a doctor’s warning to quarantine pets that have come into contact with infected persons, as them saying cats and dogs spread coronavirus. Then panic. GRAPHIC and upsetting images.  https://t.co/hFOD7ZCzVG"
396,100007,1245764856835342338,"Do hand dryers kill coronavirus? What about gargling water? Lemon juice!?

Doctors @DrRitaIssa and @timeshpillay are back to tackle some of the myths that have been floating around about the coronavirus pandemic. 

Tonight at 8:05pm
https://t.co/gQetEBkAco https://t.co/msyBMsrjWV"
397,100007,1245385912902615040,"@ActivistaNG @ActionAidNG @Okwuosamj Myth 7.
Hand dryers kill Coronavirus........ true or false?"
398,100007,1244332460206260224,Do hand dryers kill coronavirus? Does garlic protect you? Health experts have answers https://t.co/xdN7zKXOVn
399,100007,1244286066460418049,Do hand dryers kill coronavirus? Does garlic protect you? Health experts have answers https://t.co/tdzgLLMzF1 https://t.co/fE4PClaozi
401,100007,1244232962524184576,Do hand dryers kill coronavirus? Does garlic protect you? Health experts have answers https://t.co/C5hzF7diFw https://t.co/B3sxnpuTil
402,100007,1243971778805764098,"5. Hand dryers kill coronavirus.

Hand dryers do not kill coronavirus. The best way to protect yourself and others from the virus is to wash your hands with soap and water or an alcohol-based hand rub."
403,100007,1242958699624148992,"8. Hand dryers kill coronavirus
Hand dryers DONT KILL. Only soap and water is the best way followed by alcohol based sanitizers to protect oneself"
404,100007,1242474835512446976,"#Coronavirus Myths You Mustn't believe
RT to save someone 

1. Hand dryers kill coronavirus

Hand dryers do not kill coronavirus. The best way to protect yourself and others from the virus is to wash your hands with soap and water or an alcohol-based hand rub."
405,100007,1240542439510663169,"#Coronavirus - Common Myths:

☛ Everyone with #COVID19 dies
☛ Hand dryers kill coronavirus
☛ Antibiotics kill coronavirus
☛ Garlic protects #AgainstCoronavirus 

#COVID19Preventive #CoronavirusPreventive #CoronavirusSymptoms #CoronavirusInfection #CoronavirusHelplineNumber https://t.co/iugI7sgx0X"
406,100007,1240537749632872448,"#Coronavirus - Common Myths:

☛ Everyone with #COVID19 dies
☛ Hand dryers kill coronavirus
☛ Antibiotics kill coronavirus
☛ Garlic protects #AgainstCoronavirus 

#COVID19Preventive #CoronavirusPreventive #CoronavirusSymptoms #CoronavirusInfection #CoronavirusHelplineNumber https://t.co/39haKHx7X9"
407,100007,1238410826320576512,Can hand dryers kill coronavirus?#coronavirusinKenya
409,100007,1236627984683020288,"6. Hand dryers kill coronavirus
7. Rinsing the nose with saline protects against coronavirus
8. You can protect yourself by gargling bleach
9. Antibiotics kill coronavirus
10. Thermal scanners can diagnose coronavirus
11. Garlic protects against coronaviruses

(2/7)"
410,100007,1234599421704392706,"WHO Myth-busters on coronavirus: 
Q: Can hand dryers kill coronavirus? A: No
Q: Can ultraviolet disinfection lamps kill coronavirus? A: No
Q: How effective are thermal scanners in detecting it? A: Only if you have fever.
Read more: https://t.co/bLtJT0Ml3f
@WHO #health #retweet https://t.co/MZyusxFD3H"
411,100008,1245386289442144260,"@ActivistaNG @ActionAidNG @Okwuosamj Myth 8:
SARS-COV-2 is just a mutated form of the common cold........true or false?"
412,100008,1242958700588851201,"9. SARS-CoV-2 is just a mutated form of the common cold
All Coronaviruses belong to family of coronoviridae and have surface spike proteins that help them invade host, which can be humans/animals. Covid19 is thought to be passed from animals/poultry to humans."
413,100010,1236627984683020288,"6. Hand dryers kill coronavirus
7. Rinsing the nose with saline protects against coronavirus
8. You can protect yourself by gargling bleach
9. Antibiotics kill coronavirus
10. Thermal scanners can diagnose coronavirus
11. Garlic protects against coronaviruses

(2/7)"
414,100011,1247125579343769602,"24 #coronavirus myths busted - 20 Mar 2020
https://t.co/vGAOZNLDj0

5. Everyone with #COVID19 dies
7. Face masks protect against coronavirus
12. You can protect yourself by gargling bleach

#WuhanVirus #ChinaVirus #CCPVirus
qt-covid19-news-116 by #BorderObserver"
415,100011,1245388295154139138,"@ActivistaNG @ActionAidNG @Okwuosamj Myth 11:
You can protect yourself by gargling bleach.....true or false?"
416,100011,1245291186073501696,"Myths or Facts 🤷🏾‍♂️?

« You can protect yourself by gargling bleach », « the virus doesn’t survive in hot places »

Reaaaallyyyyyy ?

Reply to or quote this tweet with all the other covid-19 myths you’ve heard from the ""WhatsApp University"". Let’s go 🔁 https://t.co/Ijo9OezLxB"
417,100011,1245195389587914752,"24 #coronavirus myths busted - 20 Mar 2020
https://t.co/vGAOZNLDj0

5. Everyone with #COVID19 dies
7. Face masks protect against coronavirus
12. You can protect yourself by gargling bleach

#WuhanVirus #ChinaVirus #CCPVirus
qt-covid19-news-116 by #BorderObserver"
418,100011,1243922136026284032,"Scary this myth even needs busting:

“12. You can protect yourself by gargling bleach

There are no circumstances in which gargling bleach might benefit your health. Bleach is corrosive and can cause serious damage.”

https://t.co/i82WNSXWqo"
419,100011,1243536985744199680,"24 #coronavirus myths busted - 20 Mar 2020
https://t.co/vGAOZNLDj0

5. Everyone with COVID-19 dies
7. Face masks protect against coronavirus
12. You can protect yourself by gargling bleach

#WuhanVirus #COVID19 #ChinaVirus #ChineseVirus
qt-covid19-news-116 by #BorderObserver"
420,100011,1242433744792727552,"Myth- You can protect yourself by gargling bleach

Reality- Bleach is corrosive and can cause serious damage

Be Alert. Stay at Home. Be Safe.

#EsconProjectsZirakpur #COVID19 #IndiaFightsCorona #RealEstate https://t.co/WqJeknfih2"
421,100011,1239324720383705088,"""You can protect yourself by gargling bleach"" 😁

Can't catch #coronavirus if you're already dead 🙂"
422,100011,1237401216671518721,"@mnt ""You can protect yourself by gargling bleach""

I think the larger question would be; how does one protect themself from the people who would believe this?

😒"
423,100011,1236627984683020288,"6. Hand dryers kill coronavirus
7. Rinsing the nose with saline protects against coronavirus
8. You can protect yourself by gargling bleach
9. Antibiotics kill coronavirus
10. Thermal scanners can diagnose coronavirus
11. Garlic protects against coronaviruses

(2/7)"
424,100012,1248734352499933185,@GoldenTent Simple antibiotics kill germs and coronavirus is a germ therefore antibiotics kill coronavirus. But if coronavirus is smart enough then we can ask coronavirus to kill the bacteria before releasing the antibiotics therefore we can kill two birds with one stone and save money.
425,100012,1245848656370073600,"ℹ️ #coronavirus / COVID-19 Mythconception: “Antibiotics kill coronavirus.” NOT TRUE. Antibiotics can kill bacteria NOT viruses. There is currently no cure (researchers are working on vaccine). Info about treatments: https://t.co/jQ6caT0r3z
#COVID19au #covid19australia"
426,100012,1245786579131674626,"(1/3) As students in medicine, we get plenty of questions about what “the secret” is. Will blowing the inside of my nose with a hair dryer kill the virus? Do antibiotics kill coronavirus? Will garlic protect me from the virus?
…Will medical schools waive my spring tuition? https://t.co/s5Yt1FmTPw"
427,100012,1245388515749347334,"@ActivistaNG @ActionAidNG @Okwuosamj Myth 12:
Antibiotics kill coronavirus........., true or false?"
428,100012,1244796039011303424,"What antibiotics kill coronavirus?

https://t.co/IEPEfTjbj3"
429,100012,1243627724742242308,"Myths about #COVID19

Only older adults are infected
Children cannot catch COVID-19
COVID-19 is just like the flu
Everyone with COVID-19 does
Antibiotics kill coronavirus
Garlic protects against the viruses
The virus will die off when temperatures rise in the spring"
430,100012,1242958702556016640,"10. Antibiotics kill coronavirus
Antibiotics only kill bacteria AND NOT  viruses."
431,100012,1240542439510663169,"#Coronavirus - Common Myths:

☛ Everyone with #COVID19 dies
☛ Hand dryers kill coronavirus
☛ Antibiotics kill coronavirus
☛ Garlic protects #AgainstCoronavirus 

#COVID19Preventive #CoronavirusPreventive #CoronavirusSymptoms #CoronavirusInfection #CoronavirusHelplineNumber https://t.co/iugI7sgx0X"
432,100012,1240537749632872448,"#Coronavirus - Common Myths:

☛ Everyone with #COVID19 dies
☛ Hand dryers kill coronavirus
☛ Antibiotics kill coronavirus
☛ Garlic protects #AgainstCoronavirus 

#COVID19Preventive #CoronavirusPreventive #CoronavirusSymptoms #CoronavirusInfection #CoronavirusHelplineNumber https://t.co/39haKHx7X9"
433,100012,1236627984683020288,"6. Hand dryers kill coronavirus
7. Rinsing the nose with saline protects against coronavirus
8. You can protect yourself by gargling bleach
9. Antibiotics kill coronavirus
10. Thermal scanners can diagnose coronavirus
11. Garlic protects against coronaviruses

(2/7)"
434,100013,1245388723568685056,"@ActivistaNG @ActionAidNG @Okwuosamj Myth 13:
Thermal scanners can diagnose coronavirus.........,true or false?"
435,100013,1242958703436824576,"14. Thermal scanners can diagnose coronavirus
Thermal scanners can detect only fever that can be caused by many reasons
COVID-19 symptoms only 2–10 days after infection, and an infection person maybe completely normal to begin with."
436,100013,1236627984683020288,"6. Hand dryers kill coronavirus
7. Rinsing the nose with saline protects against coronavirus
8. You can protect yourself by gargling bleach
9. Antibiotics kill coronavirus
10. Thermal scanners can diagnose coronavirus
11. Garlic protects against coronaviruses

(2/7)"
437,100014,1245388946370105344,"@ActivistaNG @ActionAidNG @Okwuosamj Myth 14:
Garlic protects against coronaviruses.......is this true or false?"
439,100014,1236627984683020288,"6. Hand dryers kill coronavirus
7. Rinsing the nose with saline protects against coronavirus
8. You can protect yourself by gargling bleach
9. Antibiotics kill coronavirus
10. Thermal scanners can diagnose coronavirus
11. Garlic protects against coronaviruses

(2/7)"
440,100015,1245389974977069057,"@ActivistaNG @ActionAidNG @Okwuosamj Myth 15:
Parcels from China can spread coronavirus..........is this true or false?"
441,100015,1243972480999387143,"6. Parcels from China can spread coronavirus.

From previous research into similar coronaviruses, including those that cause SARS and MERS and are similar to SARS-CoV-2, scientists believe that the virus cannot survive on letters or packages for an extended time."
442,100015,1236627986717323264,"12. Parcels from China can spread coronavirus
13. Home remedies can cure and protect against COVID-19
14. You can catch coronavirus from eating Chinese food in other Country.
15. You can catch coronavirus from urine and feces

(3/7)"
443,100016,1245390249498476544,"@ActivistaNG @ActionAidNG @Okwuosamj Myth 16:
Home remedies can cure and protect against COVID-19.........is this true or false?"
444,100016,1236627986717323264,"12. Parcels from China can spread coronavirus
13. Home remedies can cure and protect against COVID-19
14. You can catch coronavirus from eating Chinese food in other Country.
15. You can catch coronavirus from urine and feces

(3/7)"
445,100018,1245391200833724418,"@ActivistaNG @ActionAidNG @Okwuosamj Myth 18:
You can catch coronavirus from urine and feces...........true or false?"
446,100018,1236627986717323264,"12. Parcels from China can spread coronavirus
13. Home remedies can cure and protect against COVID-19
14. You can catch coronavirus from eating Chinese food in other Country.
15. You can catch coronavirus from urine and feces

(3/7)"
447,100019,1243627724742242308,"Myths about #COVID19

Only older adults are infected
Children cannot catch COVID-19
COVID-19 is just like the flu
Everyone with COVID-19 does
Antibiotics kill coronavirus
Garlic protects against the viruses
The virus will die off when temperatures rise in the spring"
449,100019,1236627989036781569,"16. The virus will die off when temperatures rise in the spring
17. Coronavirus is the deadliest virus known to man
18. Flu and pneumonia vaccines protect against COVID-19
19. The virus originated in a laboratory in China
20. The outbreak began because people ate bat soup

(4/7)"
450,100022,1251517138126270465,"I actually saw a pretty solid argument through Fox news, of all places: let's say the virus originated in a laboratory in China. Are we hypersensitive to prove that we're not racist? Is it racist to point out where something comes from if it happens to be a particular continent?"
451,100022,1245392296092319755,"@ActivistaNG @ActionAidNG @Okwuosamj Myth 22:
The virus originated in a laboratory in China......., true or false?"
452,100022,1243151242194489345,"Myth 24: ""The virus originated in a laboratory in China""

 - Despite the swathes of internet rumors, there is no evidence that this is the case. In fact, a recent study demonstrates that the virus is a natural product of evolution."
453,100022,1240247344131493888,@MuraliPriya13 @CarmineSabia @realDonaldTrump Are you kidding me?I never knew I had the power to deceive the world. It’s the truth that there is no evidence shows that the virus originated in a laboratory in China.
454,100022,1236627989036781569,"16. The virus will die off when temperatures rise in the spring
17. Coronavirus is the deadliest virus known to man
18. Flu and pneumonia vaccines protect against COVID-19
19. The virus originated in a laboratory in China
20. The outbreak began because people ate bat soup

(4/7)"
455,100023,1245392712607694860,"@ActivistaNG @ActionAidNG @Okwuosamj Myth 23:
The outbreak began because people ate bat soup........, true or false?"
456,100023,1236627989036781569,"16. The virus will die off when temperatures rise in the spring
17. Coronavirus is the deadliest virus known to man
18. Flu and pneumonia vaccines protect against COVID-19
19. The virus originated in a laboratory in China
20. The outbreak began because people ate bat soup

(4/7)"
